skill,freq,mean_confidence,best_domain_id,best_future_domain,trend_label,trend_score,similarity,top1_similarity,top2_similarity,mapping_margin,domain_source,future_weight
distributors,1,0.478,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.27717176,0.27717176,0.22565715,0.05151461,WEF_FutureOfJobs_2023,0.1940202325582504
"foster a culture of craft, curiosity, and experimentation",1,0.634,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.35273165,0.35273165,0.30478683,0.047944814,ONET_BrightOutlook_2024,0.19400240480899814
conduct research in speech technologies,1,0.62,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.352714,0.352714,0.33320686,0.01950714,ONET_BrightOutlook_2024,0.19399270117282869
propose risk set-up,1,0.604,WEF03,Cybersecurity,Strong_Growth,0.9,0.21554299,0.21554299,0.19824713,0.017295852,WEF_FutureOfJobs_2023,0.19398868829011917
analyze medical images,1,0.706,WEF01,AI & Machine Learning,Strong_Growth,1.0,0.1939731,0.1939731,0.10981991,0.08415318,WEF_FutureOfJobs_2023,0.1939730942249298
future-proof operations,1,0.945,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.20417169,0.20417169,0.18403211,0.020139575,WEF_FutureOfJobs_2023,0.19396310299634933
encourage others,2,0.639,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.20412941,0.20412941,0.0546233,0.14950612,WEF_FutureOfJobs_2023,0.19392294213175773
articulate complex tech issues to non-technical team members,1,0.688,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.4846834,0.4846834,0.3401276,0.1445558,McKinsey_FutureOfWork_2023,0.19387335777282716
prospect new business opportunities,1,0.588,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.27688816,0.27688816,0.2688682,0.008019954,WEF_FutureOfJobs_2023,0.1938217133283615
analyze,11,0.6516363636363637,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.21531367,0.21531367,0.18758115,0.027732521,WEF_FutureOfJobs_2023,0.19378230571746827
design network infrastructure,1,0.682,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.35229233,0.35229233,0.3009575,0.05133483,ONET_BrightOutlook_2024,0.19376078099012375
develop Power Platform Canvas Apps,1,0.67,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.35228667,0.35228667,0.24903874,0.103247926,ONET_BrightOutlook_2024,0.19375766664743424
program systems,1,0.674,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.38744318,0.38744318,0.3144086,0.073034585,ONET_BrightOutlook_2024,0.19372159242630005
understand product vision,1,0.876,WEF01,AI & Machine Learning,Strong_Growth,1.0,0.19371127,0.19371127,0.19339663,0.00031463802,WEF_FutureOfJobs_2023,0.1937112659215927
crafting visuals that,1,0.496,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.35218036,0.35218036,0.35181934,0.00036102533,ONET_BrightOutlook_2024,0.19369919896125795
assist in process validation activities,1,0.963,MCK01,Process Automation & RPA,Moderate_Growth,0.5,0.38739547,0.38739547,0.26091358,0.12648189,McKinsey_FutureOfWork_2023,0.1936977356672287
work closely with development and operations teams,1,0.755,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.4842385,0.4842385,0.3876425,0.096596,McKinsey_FutureOfWork_2023,0.19369540214538575
architect Salesforce solutions,1,0.684,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.35210785,0.35210785,0.33806053,0.014047325,ONET_BrightOutlook_2024,0.19365931898355485
align people strategies with business objectives,1,0.852,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.20381086,0.20381086,0.16002877,0.043782085,WEF_FutureOfJobs_2023,0.19362031295895576
conduct design reviews,1,0.733,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.3520202,0.3520202,0.23012717,0.12189303,ONET_BrightOutlook_2024,0.19361111223697663
implement process enhancements,1,1.0,MCK01,Process Automation & RPA,Moderate_Growth,0.5,0.38701427,0.38701427,0.2432411,0.14377317,McKinsey_FutureOfWork_2023,0.1935071349143982
"collaborate with Product, Design, and engineering teams",1,0.71,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.4837503,0.4837503,0.45130286,0.032447457,McKinsey_FutureOfWork_2023,0.19350012540817263
lead control uplift program,1,1.0,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.20365776,0.20365776,0.18536592,0.018291846,WEF_FutureOfJobs_2023,0.19347487315535544
"collaborate with product, design, and backend teams",1,0.663,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.48354143,0.48354143,0.41138187,0.07215956,McKinsey_FutureOfWork_2023,0.19341657161712647
programmes,2,0.556,ONET01,Software Development & Engineering,Moderate_Growth,0.65,0.29756305,0.29756305,0.28071985,0.0168432,ONET_BrightOutlook_2024,0.19341598004102709
develop real-estate management platform,1,0.682,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.27630672,0.27630672,0.23320039,0.043106332,WEF_FutureOfJobs_2023,0.19341470301151276
grow technical skills,1,0.591,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.48353174,0.48353174,0.31625208,0.16727966,McKinsey_FutureOfWork_2023,0.19341269731521607
develop collaborative partnerships,1,0.887,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.48350796,0.48350796,0.34825936,0.1352486,McKinsey_FutureOfWork_2023,0.1934031844139099
architect solutions,6,0.8116666666666666,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.35155788,0.35155788,0.3432789,0.008278966,ONET_BrightOutlook_2024,0.19335683435201648
roadmap,4,0.53075,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.35155353,0.35155353,0.2923595,0.05919403,ONET_BrightOutlook_2024,0.19335444122552872
maintain relationships with industry associations,1,0.72,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.2761461,0.2761461,0.25700074,0.01914537,WEF_FutureOfJobs_2023,0.19330227971076963
understand how design impacts player experience,1,0.674,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.35142025,0.35142025,0.29518083,0.056239426,ONET_BrightOutlook_2024,0.19328113943338396
push the limits on interactive computing,1,0.565,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.35136974,0.35136974,0.3475833,0.0037864447,ONET_BrightOutlook_2024,0.19325335621833803
design knowledge graphs,1,0.674,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.35122663,0.35122663,0.2794083,0.07181832,ONET_BrightOutlook_2024,0.1931746453046799
lead a team,44,0.6789318181818182,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.2033383,0.2033383,0.17868997,0.024648324,WEF_FutureOfJobs_2023,0.19317138046026228
Assist,9,0.43822222222222224,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.203334,0.203334,0.13351361,0.06982039,WEF_FutureOfJobs_2023,0.19316730350255965
recommend tools and processes,1,0.74,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.38617945,0.38617945,0.37646905,0.009710401,ONET_BrightOutlook_2024,0.19308972358703613
get insights,1,0.55,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.21453246,0.21453246,0.20519592,0.009336546,WEF_FutureOfJobs_2023,0.19307921826839447
understand what others are saying in,1,0.522,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.20321274,0.20321274,0.16818671,0.03502603,WEF_FutureOfJobs_2023,0.1930521011352539
gather and pass on information on market and client product needs,1,0.644,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.27574027,0.27574027,0.24695025,0.028790012,WEF_FutureOfJobs_2023,0.1930181860923767
coordinate with HCAI reviewers and client representatives,1,0.638,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.20306212,0.20306212,0.1511012,0.051960915,WEF_FutureOfJobs_2023,0.19290901124477386
collaborate in cross-functional teamwork,1,0.674,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.48218912,0.48218912,0.3921103,0.09007883,McKinsey_FutureOfWork_2023,0.19287564754486086
promote products and services,1,0.663,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.27549756,0.27549756,0.2035264,0.07197116,WEF_FutureOfJobs_2023,0.19284828901290893
consult engineering,1,0.628,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.35062376,0.35062376,0.2790626,0.07156116,ONET_BrightOutlook_2024,0.19284306615591051
work closely with our technical specialists,1,0.504,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.48206273,0.48206273,0.3336505,0.14841223,McKinsey_FutureOfWork_2023,0.19282509088516236
perform network solutioning,1,0.677,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.2268409,0.2268409,0.20925431,0.017586589,WEF_FutureOfJobs_2023,0.19281476363539696
motivate team,3,0.887,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.20292823,0.20292823,0.1891891,0.013739124,WEF_FutureOfJobs_2023,0.19278181865811347
lead master data management strategies,1,0.641,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.3855551,0.3855551,0.32289287,0.062662214,ONET_BrightOutlook_2024,0.19277754426002502
implement project design,1,0.727,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.35049373,0.35049373,0.29371634,0.056777388,ONET_BrightOutlook_2024,0.19277155101299287
Perform logical,1,0.51,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.20291695,0.20291695,0.13446192,0.068455026,WEF_FutureOfJobs_2023,0.1927711024880409
facilitate visual arts,1,0.568,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.35043135,0.35043135,0.3227284,0.027702957,ONET_BrightOutlook_2024,0.1927372440695763
existing trade customers.,1,0.479,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.27528462,0.27528462,0.26510754,0.010177076,WEF_FutureOfJobs_2023,0.19269923269748687
understand and,1,0.47,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.20281999,0.20281999,0.19481266,0.008007333,WEF_FutureOfJobs_2023,0.19267898872494696
integration applications.,1,0.469,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.38532576,0.38532576,0.36302096,0.022304803,ONET_BrightOutlook_2024,0.19266287982463837
develop training programmes,1,0.679,ONET01,Software Development & Engineering,Moderate_Growth,0.65,0.29637164,0.29637164,0.2897354,0.006636232,ONET_BrightOutlook_2024,0.19264156520366668
operate systems,3,0.6026666666666666,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.3852495,0.3852495,0.3720133,0.013236195,ONET_BrightOutlook_2024,0.1926247477531433
facilitation skills.,2,0.478,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.48155227,0.48155227,0.35451156,0.12704071,McKinsey_FutureOfWork_2023,0.19262090921401978
analyze experiences,1,0.682,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.35016337,0.35016337,0.21642472,0.13373865,ONET_BrightOutlook_2024,0.1925898537039757
partnering with UX,1,0.453,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.3501215,0.3501215,0.33897334,0.011148155,ONET_BrightOutlook_2024,0.1925668239593506
identify upsell opportunities,1,0.753,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.2749936,0.2749936,0.19941378,0.07557982,WEF_FutureOfJobs_2023,0.19249551892280578
enable collaboration,2,0.7795000000000001,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.48120454,0.48120454,0.4363159,0.044888645,McKinsey_FutureOfWork_2023,0.19248181581497192
operate in a deeply collaborative way,1,0.508,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.48118252,0.48118252,0.41021585,0.07096666,McKinsey_FutureOfWork_2023,0.19247300624847413
develop process safety management systems,1,0.94,MCK01,Process Automation & RPA,Moderate_Growth,0.5,0.3849269,0.3849269,0.293074,0.09185287,McKinsey_FutureOfWork_2023,0.1924634426832199
"collaborate with project managers, engineers, and field staff",1,0.779,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.4811455,0.4811455,0.40179428,0.07935122,McKinsey_FutureOfWork_2023,0.19245820045471193
navigate fluid deadlines,1,0.863,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.20256355,0.20256355,0.15555765,0.047005907,WEF_FutureOfJobs_2023,0.1924353763461113
communicate effectively in a collaborative environment,1,0.938,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.48105633,0.48105633,0.36501974,0.116036594,McKinsey_FutureOfWork_2023,0.19242253303527834
communicate technical concepts to non-technical stakeholders,1,0.753,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.4809866,0.4809866,0.29145852,0.18952808,McKinsey_FutureOfWork_2023,0.19239463806152346
transform into an engineering organization,1,0.64,ONET01,Software Development & Engineering,Moderate_Growth,0.65,0.29597616,0.29597616,0.2876741,0.008302063,ONET_BrightOutlook_2024,0.19238450527191162
drive continuous process improvement initiatives,1,1.0,MCK01,Process Automation & RPA,Moderate_Growth,0.5,0.38472933,0.38472933,0.2770403,0.10768902,McKinsey_FutureOfWork_2023,0.1923646628856659
operate equipment and machinery,1,0.658,MCK01,Process Automation & RPA,Moderate_Growth,0.5,0.38472006,0.38472006,0.31261498,0.07210508,McKinsey_FutureOfWork_2023,0.1923600286245346
anticipate problems,1,0.645,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.20247339,0.20247339,0.12145058,0.08102281,WEF_FutureOfJobs_2023,0.1923497177660465
learn from different perspectives,1,0.73,WEF01,AI & Machine Learning,Strong_Growth,1.0,0.19234432,0.19234432,0.16560014,0.026744187,WEF_FutureOfJobs_2023,0.1923443228006363
enhance marketing operations,1,0.593,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.27475452,0.27475452,0.2424513,0.03230323,WEF_FutureOfJobs_2023,0.1923281669616699
communicate with development teams and business stakeholders,1,0.724,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.4807864,0.4807864,0.29409653,0.18668988,McKinsey_FutureOfWork_2023,0.19231456518173218
contribute to shared knowledge and communication across teams,1,0.707,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.48069915,0.48069915,0.33618125,0.1445179,McKinsey_FutureOfWork_2023,0.19227966070175173
trade terms.,1,0.509,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.22619729,0.22619729,0.22581442,0.00038287044,WEF_FutureOfJobs_2023,0.19226769432425497
engage citizens in digital activities,1,0.636,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.34957132,0.34957132,0.31410128,0.03547004,ONET_BrightOutlook_2024,0.19226422458887102
program applications,1,0.684,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.38451988,0.38451988,0.35522538,0.02929449,ONET_BrightOutlook_2024,0.19225993752479553
work on own,1,0.621,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.20237763,0.20237763,0.19397546,0.008402169,WEF_FutureOfJobs_2023,0.19225875064730644
"promote and market the organisation, its artists, and communities effectively",1,0.628,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.27465308,0.27465308,0.21305302,0.06160006,WEF_FutureOfJobs_2023,0.1922571539878845
support product data processes,1,0.673,MCK01,Process Automation & RPA,Moderate_Growth,0.5,0.38451427,0.38451427,0.3296536,0.05486068,McKinsey_FutureOfWork_2023,0.1922571361064911
integrate software with monitoring tools,1,0.729,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.38450676,0.38450676,0.3005521,0.08395466,ONET_BrightOutlook_2024,0.19225338101387024
understand monitoring tools,1,0.599,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.38449925,0.38449925,0.275604,0.10889524,ONET_BrightOutlook_2024,0.1922496259212494
provide sound advice,1,0.782,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.2023357,0.2023357,0.16581705,0.03651865,WEF_FutureOfJobs_2023,0.1922189153730869
communication skills,75,0.6717066666666667,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.48054025,0.48054025,0.23871303,0.24182722,McKinsey_FutureOfWork_2023,0.19221609830856323
design miscellaneous materials,1,0.684,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.349466,0.349466,0.31193322,0.037532777,ONET_BrightOutlook_2024,0.19220629781484605
display strong technical skills,1,0.637,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.48049808,0.48049808,0.32126084,0.15923724,McKinsey_FutureOfWork_2023,0.1921992301940918
"develop strategies, policies, and programmes",1,0.669,ONET01,Software Development & Engineering,Moderate_Growth,0.65,0.2956801,0.2956801,0.29423878,0.0014413297,ONET_BrightOutlook_2024,0.19219206869602204
process improvement initiatives.,1,0.554,MCK01,Process Automation & RPA,Moderate_Growth,0.5,0.3843783,0.3843783,0.3272448,0.057133526,McKinsey_FutureOfWork_2023,0.19218915700912476
tell powerful stories through design,1,0.635,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.34938815,0.34938815,0.29929495,0.050093204,ONET_BrightOutlook_2024,0.1921634837985039
courteous,2,0.519,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.20223834,0.20223834,0.18908218,0.013156161,WEF_FutureOfJobs_2023,0.19212641939520836
optimize data models,2,0.8085,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.21343456,0.21343456,0.2083695,0.0050650686,WEF_FutureOfJobs_2023,0.19209110587835312
design product lines,1,0.67,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.34925607,0.34925607,0.26321602,0.08604005,ONET_BrightOutlook_2024,0.19209083765745164
recommend optimizations,1,1.0,WEF01,AI & Machine Learning,Strong_Growth,1.0,0.1920765,0.1920765,0.18654339,0.005533114,WEF_FutureOfJobs_2023,0.19207650423049927
shape future,3,0.631,WEF01,AI & Machine Learning,Strong_Growth,1.0,0.19206463,0.19206463,0.18808912,0.0039755106,WEF_FutureOfJobs_2023,0.19206462800502777
visualizations,1,0.539,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.34920746,0.34920746,0.25873637,0.09047109,ONET_BrightOutlook_2024,0.19206410348415376
execute leadership,1,0.615,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.20216669,0.20216669,0.16739789,0.034768805,WEF_FutureOfJobs_2023,0.19205835685133932
lead design vision of product roadmap,1,0.935,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.3491673,0.3491673,0.24390715,0.105260134,ONET_BrightOutlook_2024,0.19204200804233554
collaborate within a team,1,1.0,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.48003703,0.48003703,0.43516406,0.04487297,McKinsey_FutureOfWork_2023,0.19201481342315674
presentational skills.,1,0.457,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.4799414,0.4799414,0.29974958,0.18019181,McKinsey_FutureOfWork_2023,0.1919765591621399
